Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude
The Big Pow Wow,The Ruins > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107969831/the-big-pow-wow,3.2,-1,Sport,5.10+,1,,32.32318,-110.69297
If You Bolt It They Will Come,East Face > Raven C > The Ravens > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105838616/if-you-bolt-it-they-will-come,3.2,-1,Sport,5.10,1,145.0,32.43327,-110.79691
Trick or Treat,Hearthstone > 2 - Bear Canyon > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105932636/trick-or-treat,3.2,-1,Trad,5.10-,2,120.0,32.36752,-110.70379
Moms Rock,Backhand Wall > Hairpin Turn Area > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107094606/moms-rock,3.2,-1,Sport,5.11,1,90.0,32.31433,-110.74328
Stems and Seeds,Beaver Wall > 4 - Windy Point West > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105738521/stems-and-seeds,3.1,-1,Trad,5.9,2,100.0,32.36748,-110.7184
Hashbrowns,Sun Spot Crags > 1 -  Lower Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105800437/hashbrowns,2.8,-1,Sport,5.10d,1,100.0,32.34035,-110.68889
Helm's Deep,Rappel Rock > 8 - Summit Crags > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/106124533/helms-deep,3.6,-1,Trad,5.10+,3,400.0,32.4323,-110.7933
Saguaro,Saguaro Corners > La Milagrosa Canyon > Southern Arizona > Arizona,https://www.mountainproject.com/route/106628100/saguaro,2.9,-1,Sport,5.10c,1,45.0,32.29998,-110.70996
Mirror Image,Red Diamond Wall > 6 - Mid-Mountain > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/107711579/mirror-image,3.7,-1,Trad,5.10 R,1,100.0,32.4033,-110.6912
They Killed Kenny,South Park > 7 - Upper Highway > Mount Lemmon (Catalina Highway) > Mount Lemmon (Santa Catalina Mountains) > Southern Arizona > Arizona,https://www.mountainproject.com/route/105988003/they-killed-kenny,3.1,-1,Sport,5.11a/b,1,80.0,32.4514,-110.7914
